======PRINT TOP-K FREQUENT ITEMSETS FROM UNCERTAIN DATABASES=====

Itemset [380] | ExpSup=14.1100
Itemset [173] | ExpSup=13.9400
Itemset [876] | ExpSup=13.5000
Itemset [670] | ExpSup=12.6100
Itemset [1371] | ExpSup=12.2600
Itemset [1122] | ExpSup=12.1500
Itemset [1297] | ExpSup=11.8800
Itemset [356] | ExpSup=11.8600
Itemset [1058] | ExpSup=11.8300
Itemset [277] | ExpSup=11.8100
Itemset [1551] | ExpSup=11.8100
Itemset [829] | ExpSup=11.7700
Itemset [726] | ExpSup=11.6800
Itemset [421] | ExpSup=11.6600
Itemset [523] | ExpSup=11.4300
Itemset [663] | ExpSup=11.2600
Itemset [348] | ExpSup=11.2200
Itemset [1035] | ExpSup=11.0300
Itemset [1445] | ExpSup=11.0000
Itemset [189] | ExpSup=10.9700
Itemset [598] | ExpSup=10.9400
Itemset [1044] | ExpSup=10.9100
Itemset [1456] | ExpSup=10.8800
Itemset [1121] | ExpSup=10.8400
Itemset [375] | ExpSup=10.8400
Itemset [183] | ExpSup=10.8200
Itemset [752] | ExpSup=10.6500
Itemset [1302] | ExpSup=10.6000
Itemset [248] | ExpSup=10.5900
Itemset [1535] | ExpSup=10.5600
Itemset [1282] | ExpSup=10.4900
Itemset [1257] | ExpSup=10.3800
Itemset [1054] | ExpSup=10.3800
Itemset [873] | ExpSup=10.3600
Itemset [1266] | ExpSup=10.3300
Itemset [1083] | ExpSup=10.3200
Itemset [1346] | ExpSup=10.3100
Itemset [20] | ExpSup=10.2900
Itemset [1348] | ExpSup=10.2800
Itemset [314] | ExpSup=10.1800
Itemset [100] | ExpSup=10.1400
Itemset [905] | ExpSup=10.1300
Itemset [12] | ExpSup=10.1300
Itemset [403] | ExpSup=10.0900
Itemset [1542] | ExpSup=10.0700
Itemset [90] | ExpSup=10.0400
Itemset [1389] | ExpSup=10.0200
Itemset [603] | ExpSup=10.0100
Itemset [533] | ExpSup=10.0000
Itemset [78] | ExpSup=10.0000
Itemset [1496] | ExpSup=10.0000
Itemset [1513] | ExpSup=9.9800
Itemset [1234] | ExpSup=9.9800
Itemset [1150] | ExpSup=9.9800
Itemset [1515] | ExpSup=9.9600
Itemset [351] | ExpSup=9.9500
Itemset [1521] | ExpSup=9.9000
Itemset [93] | ExpSup=9.8900
Itemset [111] | ExpSup=9.8800
Itemset [1148] | ExpSup=9.8700
Itemset [525] | ExpSup=9.8400
Itemset [497] | ExpSup=9.8100
Itemset [648] | ExpSup=9.7400
Itemset [437] | ExpSup=9.7100
Itemset [1387] | ExpSup=9.7100
Itemset [174] | ExpSup=9.7000
Itemset [1163] | ExpSup=9.6800
Itemset [130] | ExpSup=9.6700
Itemset [1213] | ExpSup=9.6700
Itemset [1147] | ExpSup=9.6600
