======PRINT TOP-K FREQUENT ITEMSETS FROM UNCERTAIN DATABASES=====

Itemset [10032] | ExpSup=25861.5100
Itemset [10040] | ExpSup=21499.6500
Itemset [10031] | ExpSup=8023.1500
Itemset [10026] | ExpSup=7676.7100
Itemset [10034] | ExpSup=7619.8300
Itemset [10032, 10040] | ExpSup=7606.5409
Itemset [10032, 10034] | ExpSup=2953.6828
Itemset [10031, 10032] | ExpSup=2729.7362
Itemset [10034, 10040] | ExpSup=2354.6646
Itemset [10056] | ExpSup=2295.7200
Itemset [10026, 10032] | ExpSup=2182.5362
Itemset [10031, 10040] | ExpSup=2078.9804
Itemset [10026, 10040] | ExpSup=2054.3997
Itemset [10078] | ExpSup=1952.4000
Itemset [1020] | ExpSup=1680.0500
Itemset [10210] | ExpSup=1567.8700
Itemset [10150] | ExpSup=1561.7700
Itemset [1003] | ExpSup=1501.5100
Itemset [10097] | ExpSup=1441.3400
Itemset [10277] | ExpSup=1311.5400
Itemset [10089] | ExpSup=1125.4300
Itemset [10425] | ExpSup=1113.6600
Itemset [10241] | ExpSup=1069.0900
Itemset [10031, 10034] | ExpSup=1040.1438
Itemset [10032, 10034, 10040] | ExpSup=979.8444
Itemset [1037] | ExpSup=964.3400
Itemset [10392] | ExpSup=936.0100
Itemset [11192] | ExpSup=928.0700
Itemset [1013] | ExpSup=905.9400
Itemset [10240] | ExpSup=900.9600
Itemset [12011] | ExpSup=876.8500
Itemset [10026, 10034] | ExpSup=835.8793
Itemset [10031, 10032, 10040] | ExpSup=811.5560
Itemset [10069] | ExpSup=809.0800
Itemset [10031, 10150] | ExpSup=787.9913
Itemset [10051] | ExpSup=783.6500
Itemset [10478] | ExpSup=761.2400
Itemset [10227] | ExpSup=755.5700
Itemset [6808] | ExpSup=750.3600
Itemset [10026, 10031] | ExpSup=747.5544
Itemset [1003, 10031] | ExpSup=737.2115
Itemset [11029] | ExpSup=731.7800
Itemset [10032, 10056] | ExpSup=725.0319
Itemset [10040, 10078] | ExpSup=724.4886
Itemset [10005] | ExpSup=720.9800
Itemset [10031, 10097] | ExpSup=716.9571
Itemset [10026, 10032, 10040] | ExpSup=711.3318
Itemset [10032, 10078] | ExpSup=699.9305
Itemset [10164] | ExpSup=693.7700
Itemset [10301] | ExpSup=677.1200
Itemset [9585] | ExpSup=670.2400
Itemset [10108] | ExpSup=669.6600
Itemset [7864] | ExpSup=657.4900
Itemset [10040, 10056] | ExpSup=651.2576
Itemset [10530] | ExpSup=633.6600
Itemset [10269] | ExpSup=614.3600
Itemset [1074] | ExpSup=610.2100
Itemset [10032, 1020] | ExpSup=608.1459
Itemset [10541] | ExpSup=604.2300
Itemset [10664] | ExpSup=603.3900
Itemset [11251] | ExpSup=603.0400
Itemset [10255] | ExpSup=596.2000
Itemset [10221] | ExpSup=590.5200
Itemset [9424] | ExpSup=588.0000
Itemset [9771] | ExpSup=585.0300
Itemset [10179] | ExpSup=581.5200
Itemset [10607] | ExpSup=576.1700
Itemset [10041] | ExpSup=573.9200
Itemset [10491] | ExpSup=573.7600
Itemset [10901] | ExpSup=571.7700
Itemset [10528] | ExpSup=566.3900
Itemset [10030] | ExpSup=546.1500
Itemset [10068] | ExpSup=541.6600
Itemset [1003, 10032] | ExpSup=538.6129
Itemset [6912] | ExpSup=537.2000
Itemset [10032, 10150] | ExpSup=529.6649
Itemset [10014] | ExpSup=522.6700
Itemset [10155] | ExpSup=522.6700
Itemset [10142] | ExpSup=517.8800
Itemset [10102] | ExpSup=506.5900
Itemset [10032, 10210] | ExpSup=505.9263
Itemset [10468] | ExpSup=499.8900
Itemset [10159] | ExpSup=497.5200
Itemset [1023] | ExpSup=495.2500
Itemset [12941] | ExpSup=493.0700
Itemset [10702] | ExpSup=480.0700
Itemset [10032, 10097] | ExpSup=480.0142
Itemset [10032, 10277] | ExpSup=477.5216
Itemset [10215] | ExpSup=469.8100
Itemset [10025] | ExpSup=469.6500
Itemset [10859] | ExpSup=461.8300
Itemset [10429] | ExpSup=460.0700
Itemset [10040, 1020] | ExpSup=459.7347
Itemset [10038] | ExpSup=458.0900
Itemset [10362] | ExpSup=451.8100
Itemset [11418] | ExpSup=451.5600
Itemset [10235] | ExpSup=450.2800
Itemset [12660] | ExpSup=449.7700
Itemset [10040, 10210] | ExpSup=449.3180
Itemset [10013] | ExpSup=440.4800

============= TOP-K FREQUENT FROM UNCERTAIN DATABASES=============
 Top K = 100
 Items count from dataset: 16470
 Transactions count from dataset : 88162
 Maximum memory usage : 88.83306121826172 mb
 Total time ~ 937261 ms
===================================================
